Category,name,mrp,discountPercent,availableQuantity,discountedSellingPrice,weightInGms,outOfStock,quantity,price_per_kg,total_revenue,discountValue
Ice Cream & Desserts,Amul Happy Treats French Fries,6800,4,1,6500,425,False,425,15294.117647058823,6500,300
Ice Cream & Desserts,Ferrero Nutella Hazeulnut Spread,38000,6,5,35700,350,False,350,102000.0,178500,2300
Ice Cream & Desserts,Veeba Chipolte Southwest Dressing,16100,7,4,14900,300,False,300,49666.666666666664,59600,1200
Ice Cream & Desserts,Ching's Secret Manchow Noodles Instant Soup,1500,0,6,1500,20,False,20,75000.0,9000,0
Ice Cream & Desserts,Yoga Bar Breakfast Protein Bar - Blueberry Pie,5000,12,1,4400,50,False,50,88000.0,4400,600
Ice Cream & Desserts,Quaker Oats,19900,7,6,18400,1000,False,1,18400.0,110400,1500
Ice Cream & Desserts,The Whole Truth Mini Protein Bar - Coconut Cocoa No Added Sugar,5500,25,6,4100,27,False,27,151851.85185185185,24600,1400
Ice Cream & Desserts,Switz Spring Roll Dough Sheets,9000,4,6,8600,1160,False,20,7413.793103448275,51600,400
Ice Cream & Desserts,Unibic Fruit & Nut Real Cranberries & Almonds Protein Bar,4000,17,6,3300,30,False,30,110000.0,19800,700
Ice Cream & Desserts,Ching's Secret Tomato Instant Soup,1000,0,1,1000,16,False,15,62500.0,1000,0
Ice Cream & Desserts,Chef's Basket Durum Wheat Elbow Pasta,16000,50,6,8000,500,False,500,16000.0,48000,8000
Ice Cream & Desserts,Sunfeast Yippee! Mood Masala Noodles,6000,28,3,4300,260,False,260,16538.46153846154,12900,1700
Ice Cream & Desserts,MTR Breakfast Khatta Meetha Poha Mix,2500,20,6,2000,60,False,60,33333.333333333336,12000,500
Ice Cream & Desserts,Kellogg's Crunchy Fruit & Nut Breakfast Cereals Muesli,44500,9,6,40100,750,False,750,53466.66666666667,240600,4400
Ice Cream & Desserts,Ching's Secret Chilli Vinegar,5000,0,4,5000,170,False,170,29411.764705882353,20000,0
Ice Cream & Desserts,Ching's Red Chilli Sauce,5500,0,6,5500,200,False,200,27500.0,33000,0
Ice Cream & Desserts,Amul Lite Spread,4000,2,5,3900,100,False,100,39000.0,19500,100
Ice Cream & Desserts,Borges Durum Wheat Fusilli Pasta ,25000,0,3,25000,500,False,500,50000.0,75000,0
Ice Cream & Desserts,The Whole Truth Cranberry Mini Protein Bar No Sugar,5500,20,6,4400,27,False,27,162962.96296296295,26400,1100
Ice Cream & Desserts,The Whole Truth Mini Protein Bar - Coffee Cocoa No Added Sugar,5500,20,6,4400,27,False,27,162962.96296296295,26400,1100
Ice Cream & Desserts,Maggi Hot & Sweet Tomato Chilli Sauce,11500,0,1,11500,500,False,500,23000.0,11500,0
Ice Cream & Desserts,Sunfeast YiPPee! Noodles - Magic Masala,9600,5,4,9100,540,False,540,16851.85185185185,36400,500
Ice Cream & Desserts,Chef's Basket Durum Wheat Fusilli Pasta,16000,50,6,8000,500,False,500,16000.0,48000,8000
Ice Cream & Desserts,Top Ramen Chicken Noodles,6000,10,1,5400,280,False,280,19285.714285714286,5400,600
Ice Cream & Desserts,Veeba Cheese and Chilli Sandwich Spread,8900,11,6,7900,275,False,275,28727.272727272728,47400,1000
Ice Cream & Desserts,Ching’s Secret Chowmein Hakka Noodles Masala ,4400,0,2,4400,60,False,60,73333.33333333333,8800,0
Ice Cream & Desserts,Safal Frozen - Mixed Vegetables,11000,4,2,10500,1000,False,1,10500.0,21000,500
Ice Cream & Desserts,MTR 3 Min Poha,2500,0,6,2500,60,False,60,41666.666666666664,15000,0
Ice Cream & Desserts,Ching's Manchurian Instant Noodles,1500,0,5,1500,60,False,60,25000.0,7500,0
Ice Cream & Desserts,The Whole Truth Peanut Cocoa Mini Protein Bar No Sugar ,5500,25,6,4100,27,False,27,151851.85185185185,24600,1400
Ice Cream & Desserts,Gits Pav Bhaji Ready to Eat,11000,22,6,8500,300,False,300,28333.333333333332,51000,2500
Ice Cream & Desserts,McCain New Mini Samosa with Cheese Corn Style Filling,12000,1,2,11800,240,False,240,49166.666666666664,23600,200
Ice Cream & Desserts,Lijjat Udad Mini Papad,6000,6,6,5600,200,False,200,28000.0,33600,400
Ice Cream & Desserts,McCain Herb & Garlic Crazy Fries Masala Mix ,12000,5,5,11400,400,False,400,28500.0,57000,600
Ice Cream & Desserts,Yoga Bar Multigrain Energy Bar Nuts And Seeds,4000,12,4,3500,38,False,38,92105.26315789473,14000,500
Ice Cream & Desserts,"Ching's Secret Sauce, Green Chilli",5500,0,5,5500,190,False,190,28947.36842105263,27500,0
Ice Cream & Desserts,Veeba Pizza Topping,7500,6,4,7000,280,False,280,25000.0,28000,500
Ice Cream & Desserts,Switz Paratha Puff,11000,4,6,10500,400,False,400,26250.0,63000,500
Ice Cream & Desserts,"New Kellogg's Muesli with 21% Fruit, Nut & Seeds",32500,6,6,30500,500,False,500,61000.0,183000,2000
Ice Cream & Desserts,The Whole Truth Double Cocoa Mini Protein Bar No Sugar,5500,20,5,4400,27,False,27,162962.96296296295,22000,1100
Ice Cream & Desserts,Sunfeast Yippee Tricolor Pasta Seasoning,2800,17,1,2300,65,False,65,35384.61538461539,2300,500
Ice Cream & Desserts,Wingreens Cheesy Chipotle Sauce,9900,49,1,5000,130,False,130,38461.53846153846,5000,4900
Ice Cream & Desserts,Maggi Rich Tomato Ketchup,10500,4,2,10000,500,False,500,20000.0,20000,500
Ice Cream & Desserts,The Whole Truth Dark Chocolate Peanut Butter - Creamy,23500,25,6,17400,325,False,325,53538.46153846154,104400,6100
Ice Cream & Desserts,Godrej Yummiez Chicken Nuggets,32500,9,1,29300,500,False,500,58600.0,29300,3200
Ice Cream & Desserts,Go Cheese  Spread Plain,9900,5,6,9400,200,False,200,47000.0,56400,500
Ice Cream & Desserts,Kellogg's Real Almond & Honey Corn Flakes,17500,9,6,15800,300,False,300,52666.666666666664,94800,1700
Ice Cream & Desserts,The Whole Truth Vegan Almond Choco Fudge Energy Bar No Sugar,6000,20,6,4800,40,False,40,120000.0,28800,1200
Ice Cream & Desserts,Prasuma Vegetable Momos,27000,0,5,27000,24,False,24,1125000.0,135000,0
Ice Cream & Desserts,MTR Upma,5000,10,6,4500,160,False,160,28125.0,27000,500
Ice Cream & Desserts,Ching's Schezwan Masala Instant Noodles,6000,0,1,6000,240,False,240,25000.0,6000,0
Ice Cream & Desserts,The Whole Truth Cranberry Protein Bar No Sugar,10000,26,6,7400,52,False,52,142307.6923076923,44400,2600
Ice Cream & Desserts,Saffola Yummy Masala Noodles ,2000,0,2,2000,46,False,46,43478.260869565216,4000,0
Ice Cream & Desserts,Veeba English Mustard,7400,6,2,6900,300,False,300,23000.0,13800,500
Ice Cream & Desserts,Dabur Hommade Tamarind Paste,4800,6,6,4500,200,False,200,22500.0,27000,300
Ice Cream & Desserts,Yoga Bar Breakfast Muesli - Almond Caramel (No Added Sugar),32500,4,6,30900,400,False,400,77250.0,185400,1600
Ice Cream & Desserts,The Whole Truth Mini Protein Bar - Peanut Butter No Added Sugar,5500,25,6,4100,27,False,27,151851.85185185185,24600,1400
Ice Cream & Desserts,ITC Master Chef Crispy Chicken Fries ,17000,4,3,16200,280,False,280,57857.142857142855,48600,800
Ice Cream & Desserts,Kelloggs Corn Flakes,9900,13,6,8600,250,False,250,34400.0,51600,1300
Ice Cream & Desserts,Nissin Cup Noodles Tangy Tomato,5000,10,2,4500,70,False,70,64285.71428571429,9000,500
Ice Cream & Desserts,Smith & Jones White Pasta Sauce Mix,4000,0,3,4000,46,False,46,86956.52173913043,12000,0
Ice Cream & Desserts,Sunfeast Yippee! Pasta Treat - Sour Cream Onion,2800,10,1,2500,65,False,65,38461.53846153846,2500,300
Ice Cream & Desserts,Mothers Recipe Tamrind Date Chutney ,5500,9,2,5000,200,False,200,25000.0,10000,500
Ice Cream & Desserts,Veeba Mint Mayonnaise,16900,8,4,15500,300,False,300,51666.666666666664,62000,1400
Ice Cream & Desserts,Mccain Emotibites - Crispy Happy Potato Snack,13000,0,6,12900,415,False,415,31084.33734939759,77400,100
Ice Cream & Desserts,The Whole Truth Energy Bar Choco Cranberry Fudge,6000,26,6,4400,40,False,40,110000.0,26400,1600
Ice Cream & Desserts,Godrej Yummiez Chicken Lucknowi Seekh Kebab,26000,10,4,23400,400,False,400,58500.0,93600,2600
Ice Cream & Desserts,Prasuma Vegetable Momos,15000,0,5,15000,580,False,10,25862.068965517243,75000,0
Ice Cream & Desserts,Mother's Recipe Mixed Pickle,8500,9,2,7700,300,False,300,25666.666666666668,15400,800
Ice Cream & Desserts,Sunfeast Yippee! Pasta Treat - Sour Cream Onion,2800,17,3,2300,65,False,65,35384.61538461539,6900,500
Ice Cream & Desserts,The Whole Truth Peanut Cocoa Protein Bar No Sugar,10000,26,6,7400,52,False,52,142307.6923076923,44400,2600
Ice Cream & Desserts,Yoga Bar Breakfast Muesli - Chocolate & Cranberry ,32500,4,6,30900,400,False,400,77250.0,185400,1600
Ice Cream & Desserts,Sunfeast YiPPee! Magic Masala Noodles,7000,10,3,6300,405,False,405,15555.555555555555,18900,700
Ice Cream & Desserts,Veeba Sweet Onion Sauce,14100,14,4,12100,350,False,350,34571.42857142857,48400,2000
Ice Cream & Desserts,Quaker Oats Breakfast Cereals - With Flavour Mix Nutritious Rich Source Of Energy,4900,8,6,4500,200,False,200,22500.0,27000,400
Ice Cream & Desserts,Mother's Recipe Tamarind Paste,5000,2,6,4900,200,False,200,24500.0,29400,100
Ice Cream & Desserts,Yogabar No Added Sugar Protein Bar Brownie,12500,15,4,10600,60,False,60,176666.66666666666,42400,1900
Ice Cream & Desserts,Bambino Popular Vermicelli ,4000,2,3,3900,400,False,400,9750.0,11700,100
Ice Cream & Desserts,Ching's Secret Mix Veg Instant Soup,1000,0,3,1000,15,False,15,66666.66666666667,3000,0
Ice Cream & Desserts,Mother's Recipe Pickle - Red Stuffed Chilli,14500,11,3,12900,400,False,400,32250.0,38700,1600
Ice Cream & Desserts,Kellogg's No Added Sugar Muesli,33500,11,6,29800,500,False,500,59600.0,178800,3700
Ice Cream & Desserts,Veeba Salsa Dip,11900,6,6,11100,360,False,360,30833.333333333332,66600,800
Ice Cream & Desserts,Veeba Thousand Island Dressing,14900,8,6,13700,300,False,300,45666.666666666664,82200,1200
Ice Cream & Desserts,Baggry's Crunchy Muesli Almond Raisins & Honey,13000,0,5,13000,200,False,200,65000.0,65000,0
Ice Cream & Desserts,Knorr Chinese Hot And Sour Veg Soup,5500,3,1,5300,43,False,43,123255.81395348837,5300,200
Ice Cream & Desserts,Go Cheese Spread - Garlic,9900,5,6,9400,200,False,200,47000.0,56400,500
Ice Cream & Desserts,The Whole Truth Peanut Butter With Dates - Creamy No Sugar,21500,9,6,19400,325,False,325,59692.307692307695,116400,2100
Ice Cream & Desserts,Zorabian Chicken Smoked Ham,20500,5,1,19400,250,False,250,77600.0,19400,1100
Ice Cream & Desserts,Kissan Pineapple Jam,16500,9,1,14900,500,False,500,29800.0,14900,1600
Ice Cream & Desserts,Smith & Jones Masala Noodles,8900,0,5,8900,480,False,480,18541.666666666668,44500,0
Ice Cream & Desserts,Nestle Nestle Nan Pro Follow-Up Formula,65000,0,6,65000,400,False,400,162500.0,390000,0
Ice Cream & Desserts,Sunfeast Yippee! Power Up Atta Noodles,9600,15,6,8100,280,False,280,28928.571428571428,48600,1500
Ice Cream & Desserts,McCain Super Wedges,12000,7,6,11100,400,False,400,27750.0,66600,900
Ice Cream & Desserts,"Kellogg's Crunchy Granola Honey, Almonds, Strawberries & Pumpkin Seeds",33000,10,1,29400,450,False,450,65333.33333333333,29400,3600
Ice Cream & Desserts,Kellogg's Chocos,13000,10,6,11700,250,False,250,46800.0,70200,1300
Ice Cream & Desserts,Ching's Secret Just Soak - Whole Wheat Veg Hakka Noodle,3200,0,3,3200,150,False,150,21333.333333333332,9600,0
Ice Cream & Desserts,The Whole Truth Vegan Fig Apricot & Orange Energy Bar No Sugar,6000,20,6,4800,40,False,40,120000.0,28800,1200
Ice Cream & Desserts,Saffola Veggie Twist Masala Oats,19500,12,2,17100,500,False,500,34200.0,34200,2400
Ice Cream & Desserts,ITC Master Chef Classic Aloo Tikki,8000,10,3,7200,320,False,320,22500.0,21600,800
Ice Cream & Desserts,Smith & Jones Pink Pasta Sauce Mix,4000,0,4,4000,46,False,46,86956.52173913043,16000,0
Ice Cream & Desserts,Wingreens Farms Chipotle Dip,20000,25,1,15000,180,False,180,83333.33333333333,15000,5000
Ice Cream & Desserts,Kellogg's Real Almond & Honey Corn Flakes,55000,5,3,52000,1000,False,1,52000.0,156000,3000
Ice Cream & Desserts,Kellogg's Crunchy Granola Chocolate & Almonds,33000,10,3,29400,450,False,450,65333.33333333333,88200,3600
Ice Cream & Desserts,Cornitos Cornitos Taco Shells - 6 Inches,16000,20,4,12800,180,False,180,71111.11111111111,51200,3200
Ice Cream & Desserts,Ching's Secret Singapore Curry Instant Noodles,1500,0,3,1500,60,False,60,25000.0,4500,0
Ice Cream & Desserts,Mother's Recipe Pickle - Mango,12500,9,6,11300,400,False,500,28250.0,67800,1200
Ice Cream & Desserts,Godrej Yummiez Chilli Chicken Sausages ,16000,10,3,14400,250,False,250,57600.0,43200,1600
Ice Cream & Desserts,Pedigree Dentastix  Dog Treat Oral Care for Adult Medium Breed ,17500,20,6,14000,180,False,180,77777.77777777777,84000,3500
Ice Cream & Desserts,Maggi Hot & Sweet - Tomato Chilli Sauce,17000,10,1,15300,1000,False,1,15300.0,15300,1700
Ice Cream & Desserts,Ching's Secret Asian Hot Instant Soup,1500,0,3,1500,15,False,15,100000.0,4500,0
Ice Cream & Desserts,Kellogg’s Chocos Protein And Fibre Of 1 Roti,49900,11,6,44400,1200,False,1,37000.0,266400,5500
Ice Cream & Desserts,Mother's Recipe Pickle - Mango,14900,26,4,10900,500,False,500,21800.0,43600,4000
Ice Cream & Desserts,Chings Secret Manchurian Instant Noodle,6000,0,6,6000,240,False,240,25000.0,36000,0
Ice Cream & Desserts,Kellogg's Original Corn Flakes,31000,6,6,29000,875,False,875,33142.857142857145,174000,2000
Ice Cream & Desserts,Ching's Singapore Curry Instant Noodles,6000,0,4,6000,240,False,240,25000.0,24000,0
Ice Cream & Desserts,Kellogg's Almonds And Cranberries Granola,33000,6,6,31000,460,False,460,67391.3043478261,186000,2000
Ice Cream & Desserts,Nestle Ceregrow Multigrain Cereal with Milk and Fruits - 3 to 6 years,29200,0,6,29200,300,False,300,97333.33333333333,175200,0
Ice Cream & Desserts,MTR 3 Minute Breakfast - Magic Masala Upma,2500,0,6,2500,60,False,60,41666.666666666664,15000,0
Ice Cream & Desserts,Smith & Jones Masala Noodles,6800,10,5,6100,360,False,360,16944.44444444444,30500,700
Ice Cream & Desserts,"Knorr Classic Tomato Soup With 100% Real Vegetabls, No Added Preservatives",5500,0,6,5500,53,False,53,103773.58490566038,33000,0
Ice Cream & Desserts,Godrej Yummiez Chicken Punjabi Tikka ,29500,9,6,26600,360,False,360,73888.88888888889,159600,2900
Ice Cream & Desserts,Kellogg's Corn Flakes,42500,9,1,38300,1000,False,1,38300.0,38300,4200
Ice Cream & Desserts,Kelloggs Chocos,17000,5,4,16000,385,False,385,41558.441558441555,64000,1000
Ice Cream & Desserts,Pedigree Puppy Dry Dog Food Food Chicken & Milk,29000,20,6,23200,1200,False,1200,19333.333333333332,139200,5800
Ice Cream & Desserts,Ching's Secret Lemon Coriander Instant Soup,1500,0,5,1500,15,False,15,100000.0,7500,0
Ice Cream & Desserts,Nestle Cerelac Baby Cereal With Milk Wheat-Rice Mixed Fruit,26100,0,6,26100,300,False,300,87000.0,156600,0
Ice Cream & Desserts,Kelloggs Chocos - Moons & Stars,66000,40,4,39600,1200,False,1,33000.0,158400,26400
Ice Cream & Desserts,ITC Master Chef Chicken Galouti Kebab,17000,4,2,16200,210,False,210,77142.85714285714,32400,800
Ice Cream & Desserts,Yogabar 100% Pure Peanut Butter Creamy & Yummy Unsweetened,22900,10,6,20600,400,False,400,51500.0,123600,2300
Ice Cream & Desserts,Kitchens Of India Palak Paneer,13000,30,6,9100,285,False,285,31929.82456140351,54600,3900
Ice Cream & Desserts,Kelloggs Chocos Fills Double Chocolat,9900,11,6,8800,175,False,175,50285.71428571428,52800,1100
Ice Cream & Desserts,Soulfull Ragi Bites Choco Fills,16900,5,4,16000,250,False,250,64000.0,64000,900
Ice Cream & Desserts,Figaro Sliced Black Olive ,17900,0,6,17900,450,False,450,39777.77777777778,107400,0
Ice Cream & Desserts,Veeba Barbeque Sauce,14900,8,6,13700,330,False,330,41515.15151515151,82200,1200
Ice Cream & Desserts,The Whole Truth Vegan Mocha Almond Fudge Energy Bar No Sugar,6000,20,6,4800,40,False,40,120000.0,28800,1200
Ice Cream & Desserts,"The Whole Truth - Nuts, Fruits & Seeds Muesli",32500,20,6,26000,350,False,350,74285.71428571429,156000,6500
Ice Cream & Desserts,Pantai Green Curry Paste,15000,14,5,12800,114,False,114,112280.70175438595,64000,2200
Ice Cream & Desserts,Kelloggs Special K,21000,8,5,19200,435,False,435,44137.93103448276,96000,1800
Ice Cream & Desserts,Moi Soi Sichuan Chilli Oil- For Stir Fry Marinade Spread & Dip,28000,50,5,14000,175,False,175,80000.0,70000,14000
Ice Cream & Desserts,Mother's Recipe Madras Appalam,5000,10,6,4500,100,False,100,45000.0,27000,500
Ice Cream & Desserts,Top Ramen Masala Oat Masala,8000,10,6,7200,280,False,280,25714.285714285714,43200,800
Ice Cream & Desserts,Saffola Everyday Peppy Tomato Masala Oats,19500,12,6,17100,500,False,500,34200.0,102600,2400
Ice Cream & Desserts,"Ching's Secret Instant Noodles, Hot Garlic",6000,0,4,6000,240,False,240,25000.0,24000,0
Ice Cream & Desserts,Kitchens Of India Chicken Chettinad,20000,30,1,14000,285,False,285,49122.80701754386,14000,6000
Ice Cream & Desserts,Nestle Cerelac Wheat - Stage 1,19000,0,6,19000,300,False,300,63333.333333333336,114000,0
Ice Cream & Desserts,Sumeru Aloo Paratha,11900,5,6,11300,400,False,400,28250.0,67800,600
Ice Cream & Desserts,ITC Master Chef Veggie Pizza Pocket,17000,4,4,16200,340,False,340,47647.05882352941,64800,800
Ice Cream & Desserts,Wingreens Farms Tangy Cheese Pita Chips & Mexican Salsa Dip,6000,15,1,5100,70,False,70,72857.14285714286,5100,900
Ice Cream & Desserts,Ching's Secret Manchow Soup,5500,0,3,5500,55,False,55,100000.0,16500,0
Ice Cream & Desserts,Veeba Carrot & Cucumber Sandwich Spread,8500,10,6,7600,250,False,250,30400.0,45600,900
Ice Cream & Desserts,Kellogg's Real Almond & Honey Corn Flakes,37000,12,3,32400,650,False,650,49846.153846153844,97200,4600
Ice Cream & Desserts,Kitchens Of India Mughlai Paneer,16000,30,4,11200,285,False,285,39298.24561403509,44800,4800
Ice Cream & Desserts,Ching's Secret Just Soak - Veg Hakka Noodles,3000,0,5,3000,150,False,150,20000.0,15000,0
Ice Cream & Desserts,Ching's Secret Chowmein Hakka Noodles Masala,6000,10,2,5400,100,False,100,54000.0,10800,600
Ice Cream & Desserts,The Whole Truth Dark Chocolate Peanut Butter - Crunchy,23500,20,5,18800,325,False,325,57846.153846153844,94000,4700
Ice Cream & Desserts,Mother's Recipe Bhel Puri Chutney,5500,9,4,5000,200,False,200,25000.0,20000,500
Ice Cream & Desserts,Kelloggs Chocos Moon & Stars,33000,10,6,29400,680,False,680,43235.294117647056,176400,3600
Ice Cream & Desserts,Mother's Recipe Lime Pickle ,12000,5,1,11400,400,False,400,28500.0,11400,600
Ice Cream & Desserts,Kitchens of India Dal Makhani,11000,30,2,7700,285,False,285,27017.543859649122,15400,3300
Ice Cream & Desserts,Pantai Light Soy Sauce,27500,14,5,23400,200,False,200,117000.0,117000,4100
Ice Cream & Desserts,Ching's Secret Sweet Corn Soup,5500,0,6,5500,55,False,55,100000.0,33000,0
Ice Cream & Desserts,"Top Ramen Noodles, Atta",8000,0,1,8000,280,False,280,28571.428571428572,8000,0
Ice Cream & Desserts,Cantina Tortilla Dip Sauce Sour Creamy Tex Mex,22500,15,5,19100,190,False,190,100526.31578947368,95500,3400
Ice Cream & Desserts,Dabur Hommade - Rajasthan Ki Garlic Chutne,6500,6,6,6100,200,False,200,30500.0,36600,400
Ice Cream & Desserts,MTR Seviyan Vermicelli ,4200,0,2,4200,400,False,400,10500.0,8400,0
Ice Cream & Desserts,Pantai Oyster Sauce,27500,14,4,23400,200,False,200,117000.0,93600,4100
Ice Cream & Desserts,Go Cheese Spread - Four Pepper (Soft & Creamy),9900,5,6,9400,200,False,200,47000.0,56400,500
Ice Cream & Desserts,MTR Ready To Eat Paneer Butter Masala,13500,9,2,12200,300,False,300,40666.666666666664,24400,1300
Ice Cream & Desserts,Nestle Lactogen Stage 2 Follow-up Formula Powder,34000,0,2,34000,400,False,400,85000.0,68000,0
Ice Cream & Desserts,Kellogg's Crunchy Bites Chocos,19000,10,6,17100,375,False,375,45600.0,102600,1900
Ice Cream & Desserts,Veeba Hot Sweet Tomato Chilli Sauce,10400,20,3,8300,500,False,500,16600.0,24900,2100
Ice Cream & Desserts,Borges Durum Wheat Pasta Superior Quality,25000,40,6,14900,500,False,500,29800.0,89400,10100
Ice Cream & Desserts,Funfoods Peanut Butter Crunchy,16900,7,1,15600,400,False,400,39000.0,15600,1300
Ice Cream & Desserts,Pantai Red Curry Paste,6000,0,4,6000,50,False,50,120000.0,24000,0
Ice Cream & Desserts,ITC Master Chef Chicken Seekh Kabab,32500,0,6,32500,500,False,500,65000.0,195000,0
Ice Cream & Desserts,Del Monte Pizza & Pasta Sauce Spout Pack,9900,0,3,9900,400,False,400,24750.0,29700,0
Ice Cream & Desserts,Pantai Sriracha Red Chilli Sauce,22500,15,6,19100,200,False,200,95500.0,114600,3400
Ice Cream & Desserts,Hershey's Cocoa Spread,29500,0,3,29500,350,False,350,84285.71428571429,88500,0
Ice Cream & Desserts,Maggi Ghee Tadka Upma Express Pouch,2500,0,6,2500,65,False,65,38461.53846153846,15000,0
Ice Cream & Desserts,Ching's Secret Manchurian Noodles,9100,0,5,9100,360,False,360,25277.777777777777,45500,0
Ice Cream & Desserts,Kellogg's All Bran Wheat Flakes,22000,6,5,20500,425,False,425,48235.294117647056,102500,1500
Ice Cream & Desserts,Yummiez Chicken Breakfast Sausages,15000,0,3,15000,250,False,250,60000.0,45000,0
Ice Cream & Desserts,Pantai Red Curry Paste,15000,14,3,12800,114,False,114,112280.70175438595,38400,2200
Ice Cream & Desserts,Bagrrys Muesli Crunchy Fruit & Nut With Cranberries,33000,10,6,29700,400,False,400,74250.0,178200,3300
Ice Cream & Desserts,Quaker Oats Pouch,27600,10,6,24800,1500,False,1,16533.333333333336,148800,2800
Ice Cream & Desserts,Prasuma Momos -  Cheesy Spicy Veg,29500,0,6,29500,24,False,24,1229166.6666666667,177000,0
Ice Cream & Desserts,Veeba Sriracha Chilli Garlic Sauce,14900,8,5,13700,320,False,320,42812.5,68500,1200
Ice Cream & Desserts,Ching's Secret Just Soak - Veg Hakka Noodles,11500,0,6,11500,600,False,600,19166.666666666668,69000,0
Ice Cream & Desserts,Moi Soi Kung Pao Sauce - For Stir Fry Marinade Spread & Dip,28000,50,5,14000,175,False,175,80000.0,70000,14000
Ice Cream & Desserts,Figaro Plain Green Olive ,17900,0,6,17900,450,False,450,39777.77777777778,107400,0
Ice Cream & Desserts,Mother's Recipe Gujrati Gorkeri Pickle,14000,10,3,12600,500,False,500,25200.0,37800,1400
Ice Cream & Desserts,Kellogg's Muesli 20% Nuts Delight,32000,0,6,32000,500,False,500,64000.0,192000,0
Ice Cream & Desserts,Borges Farfalle Durum Wheat Pasta ,25000,0,5,25000,500,False,500,50000.0,125000,0
Ice Cream & Desserts,Kellogg's Chocos,29900,10,4,26900,700,False,700,38428.57142857143,107600,3000
Ice Cream & Desserts,Nestle Nan Pro 4 Follow Up Formula Powder For Older Infants ,62000,0,1,62000,400,False,400,155000.0,62000,0
Ice Cream & Desserts,Veeba Truly Tomato Ketchup,9900,20,6,7900,500,False,500,15800.0,47400,2000
Ice Cream & Desserts,Ching's Secret Green Chilli Sauce,8500,4,1,8100,680,False,680,11911.764705882353,8100,400
Ice Cream & Desserts,MTR Roasted Vermicelli ,5500,0,1,5500,400,False,400,13750.0,5500,0
Ice Cream & Desserts,Mother's Recipe Punjabi Teekha Mang Pickle,12000,10,4,10800,400,False,400,27000.0,43200,1200
Ice Cream & Desserts,Ching's Secret Hot Garlic Instant Noodles,11400,0,6,11400,480,False,480,23750.0,68400,0
Ice Cream & Desserts,Kellogg's Real Honey Corn Flakes,29000,7,5,26700,630,False,630,42380.95238095238,133500,2300
Ice Cream & Desserts,ITC Master Chef Lebanese Falafel Kebab,13000,4,4,12400,230,False,230,53913.043478260865,49600,600
Ice Cream & Desserts,Kelloggs Chocos Fills Double Chocolaty,18500,10,5,16500,250,False,250,66000.0,82500,2000
Ice Cream & Desserts,Organic India Apple Cider Vinegar,59500,9,2,53600,500,False,500,107200.0,107200,5900
Ice Cream & Desserts,Masala Oats Masala & Coriander ,19500,9,5,17600,500,False,500,35200.0,88000,1900
Ice Cream & Desserts,Ching's Secret  Noodles - Pad Thai Lemongras,20000,0,5,20000,130,False,130,153846.15384615384,100000,0
Ice Cream & Desserts,Bagrrys Fruit and Nut Muesli with Cranberries,49900,0,5,49900,750,False,750,66533.33333333333,249500,0
Ice Cream & Desserts,Kitchens Of India Yellow Dal Tadka,11000,30,6,7700,285,False,285,27017.543859649122,46200,3300
Ice Cream & Desserts,Soulfull Vanilla Fills - Ragi Bites,16900,5,6,16000,250,False,250,64000.0,96000,900
Ice Cream & Desserts,Pantai Teriyaki Sauce with Garlic,32500,15,6,27600,200,False,200,138000.0,165600,4900
Ice Cream & Desserts,Whiskas Adult Pocket Tuna Cat Food,41000,0,1,41000,1200,False,1,34166.666666666664,41000,0
Ice Cream & Desserts,Kitchens Of India Chicken Darbari ,20000,30,4,14000,285,False,285,49122.80701754386,56000,6000
Ice Cream & Desserts,Soulfull Millet Muesli Fruit & Nut Almonds & Real Fruits,29900,10,6,26900,400,False,400,67250.0,161400,3000
Ice Cream & Desserts,Smith & Jones Red Pasta Sauce Mix,4000,0,6,4000,46,False,46,86956.52173913043,24000,0
Ice Cream & Desserts,Kellogg's Muesli Nuts Delight,42500,9,3,38300,750,False,750,51066.66666666667,114900,4200
Ice Cream & Desserts,Kitchens of India Dal Bukhara Gravy Mix,11000,30,6,7700,285,False,285,27017.543859649122,46200,3300
Ice Cream & Desserts,The Whole Truth Peanut Butter - Sweetened & Crunchy,21500,20,6,17200,325,False,325,52923.07692307692,103200,4300
Ice Cream & Desserts,Remia Mayonnaise,23000,0,6,23000,241,False,241,95435.6846473029,138000,0
Ice Cream & Desserts,Ching's Secret Green Chilli Sauce,10500,0,6,10500,425,False,425,24705.88235294118,63000,0
Ice Cream & Desserts,Bagrrys Fruit N Fibre Muesli - Strawberry,59500,0,1,59500,1000,False,1,59500.0,59500,0
Ice Cream & Desserts,Ching's Secret Tomato Oats Instant Soup,1500,0,3,1500,20,False,20,75000.0,4500,0
Ice Cream & Desserts,Kellogg's Special K Original Corn Flakes,14000,5,1,13300,290,False,290,45862.06896551724,13300,700
Ice Cream & Desserts,Moi Soi  Black Bean Sauce - Dip Spread Stir Fry & Marinade,28000,50,5,14000,175,False,175,80000.0,70000,14000
Ice Cream & Desserts,Tong Garden Wasabi Green Peas,17500,4,6,16700,150,False,150,111333.33333333333,100200,800
Ice Cream & Desserts,Ching's Secret Red Chilli Sauce,10500,0,4,10500,440,False,440,23863.636363636364,42000,0
Ice Cream & Desserts,Ching's Instant Hot and Sour Soup,5500,0,5,5500,55,False,55,100000.0,27500,0
