Category,name,mrp,discountPercent,availableQuantity,discountedSellingPrice,weightInGms,outOfStock,quantity,price_per_kg,total_revenue,discountValue
Cooking Essentials,Dabur 100% Pure Honey,33000,10,1,29700,400,False,400,74250.0,29700,3300
Cooking Essentials,Ching's Schezwan Fried Rice(Miracle Masala),4400,0,5,4400,60,False,60,73333.33333333333,22000,0
Cooking Essentials,"""Maggi Magic Cubes, Vegetarian Masala""",3500,2,1,3400,40,False,40,85000.0,3400,100
Cooking Essentials,Everest Tandoori Chicken Masala,7400,9,3,6700,100,False,100,67000.0,20100,700
Cooking Essentials,Popular Essentials Red Poha,4500,4,6,4300,500,False,500,8600.0,25800,200
Cooking Essentials,Everest Kitchen King Masala,14200,9,6,12800,200,False,200,64000.0,76800,1400
Cooking Essentials,Pillsbury Oven Cake Mix - Rich Chocolate,16500,10,5,14700,285,False,285,51578.94736842105,73500,1800
Cooking Essentials,Eastern Super Garam Masala,7400,6,2,6900,200,False,200,34500.0,13800,500
Cooking Essentials,Maggi Magic Cubes Extra Chicken,4000,2,6,3900,48,False,48,81250.0,23400,100
Cooking Essentials,Satyam Nighties Spices  Chilli Kashmiri,10200,6,6,9500,100,False,100,95000.0,57000,700
Cooking Essentials,Eastern Cumin Powder,4900,2,6,4800,100,False,100,48000.0,28800,100
Cooking Essentials,Popular Essentials Urad Gola White(Un-Polished),9000,10,6,8100,500,False,500,16200.0,48600,900
Cooking Essentials,24 Mantra Organic Chana Dal,9500,6,5,8900,500,False,500,17800.0,44500,600
Cooking Essentials,Delight Nuts Cashew Roasted & Salted,42500,20,6,34000,200,False,200,170000.0,204000,8500
Cooking Essentials,Popular Essentials Mace/Javitri,9000,10,3,8100,20,False,20,405000.0,24300,900
Cooking Essentials,Dlicia Whip Topping Bottle,23500,27,5,17100,1000,False,1,17100.0,85500,6400
Cooking Essentials,Mother's Recipe Paste Ginger & Garlic,7600,10,4,6800,300,False,300,22666.666666666668,27200,800
Cooking Essentials,24 Mantra Groundnut Oil (Cold Pressed) Pet Bottle,41000,10,6,36900,1000,False,1,36900.0,221400,4100
Cooking Essentials,Satyam Pulses Masur Dal,8700,6,6,8100,500,False,500,16200.0,48600,600
Cooking Essentials,Delight Nuts Pista Roasted & Salted,42500,20,6,34000,200,False,200,170000.0,204000,8500
Cooking Essentials,"Top Ramen Noodles, Atta",8000,0,1,8000,280,False,280,28571.428571428572,8000,0
Cooking Essentials,Hershey's Cocoa Powder,9500,0,5,9500,70,False,70,135714.2857142857,47500,0
Cooking Essentials,Praakritik Organic Singhara Atta,24000,6,4,22500,500,False,500,45000.0,90000,1500
Cooking Essentials,Gits Veg Biryani Ready to Eat,11000,10,6,9900,265,False,265,37358.49056603774,59400,1100
Cooking Essentials,Delight Nuts Cranberries Sliced ,29900,20,6,23900,200,False,200,119500.0,143400,6000
Cooking Essentials,Borges Durum Wheat Pasta Superior Quality,25000,40,6,14900,500,False,500,29800.0,89400,10100
Cooking Essentials,Ceres Foods Laal Maas Instant Liquid Masala,22000,50,5,11000,200,False,200,55000.0,55000,11000
Cooking Essentials,Popular Essentials Sattu Atta,9000,12,3,7900,500,False,500,15800.0,23700,1100
Cooking Essentials,Popular Essentials Mustard Seeds Rai Yellow,2500,0,5,2500,100,False,100,25000.0,12500,0
Cooking Essentials,Praakritik Organic Extra Virgin Coconut Oil,15000,10,5,13400,100,False,100,134000.0,67000,1600
Cooking Essentials,Praakritik Organic Garlic Powder,11000,1,5,10800,100,False,100,108000.0,54000,200
Cooking Essentials,Sugarfree Gold Low Calorie Sweetner ,12500,5,6,11800,100,False,100,118000.0,70800,700
Cooking Essentials,Aashirvaad Breakfast Instant Mix - Rice Idli,7500,30,6,5200,200,False,200,26000.0,31200,2300
Cooking Essentials,Kitchens Of India Mutter Paneer,13000,4,6,12400,285,False,285,43508.771929824565,74400,600
Cooking Essentials,Ching's Secret Veg Manchurian Masala,4400,0,6,4400,60,False,60,73333.33333333333,26400,0
Cooking Essentials,Popular Essentials Jowa Flour,5000,2,5,4900,500,False,500,9800.0,24500,100
Cooking Essentials,Everest Shahi Biryani Masala,24500,0,6,24500,200,False,200,122500.0,147000,0
Cooking Essentials,Popular Essentials Black Til,5000,6,4,4700,100,False,100,47000.0,18800,300
Cooking Essentials,Popular Essentials Pancharatna Dal,8000,10,6,7200,500,False,500,14400.0,43200,800
Cooking Essentials,Saffola 100% Pure Honey,47500,8,2,43700,1000,False,750,43700.0,87400,3800
Cooking Essentials,Popular Essentials Tamarind,15000,14,6,12800,500,False,500,25600.0,76800,2200
Cooking Essentials,Gits Rice Dosa Instant Breakfast Mix,6000,5,5,5700,200,False,200,28500.0,28500,300
Cooking Essentials,Popular Essentials Poppy Seeds (Gasagase),28000,7,6,26000,100,False,100,260000.0,156000,2000
Cooking Essentials,Hershey's Hot Chocolate Powder,21000,0,4,21000,250,False,250,84000.0,84000,0
Cooking Essentials,Borges Farfalle Durum Wheat Pasta ,25000,0,5,25000,500,False,500,50000.0,125000,0
Cooking Essentials,Satyam Chilli  Bedgi,8200,10,5,7300,100,False,100,73000.0,36500,900
Cooking Essentials,Aashirvaad Instant Mix - Rice Dosa,7500,30,6,5200,200,False,200,26000.0,31200,2300
Cooking Essentials,Hershey's Cocoa - Natural Unsweetened,27000,10,4,24300,225,False,225,108000.0,97200,2700
Cooking Essentials,Weikfield Veg Jelly Crystals - Mango,4500,2,6,4400,90,False,90,48888.88888888888,26400,100
Cooking Essentials,Praakritik Orrganic Cold Pressed Sesame Oil,13000,10,5,11700,100,False,100,117000.0,58500,1300
Cooking Essentials,Amulya Dairy Whitener ,38000,2,4,37200,1000,False,1,37200.0,148800,800
Cooking Essentials,ITC Master Chef Hyderabadi Biryani,7500,30,5,5200,80,False,80,65000.0,26000,2300
Cooking Essentials,Flying Bird Butter Scotch Essence,5000,2,6,4900,20,False,20,245000.0,29400,100
Cooking Essentials,Dabur Hommade - Ginger Paste,5000,6,6,4700,200,False,200,23500.0,28200,300
Cooking Essentials,Popular Essentials Green Peas (Un-Polished),12000,10,5,10800,500,False,500,21600.0,54000,1200
Cooking Essentials,Quaker Oats Pouch,27600,10,6,24800,1500,False,1,16533.333333333336,148800,2800
Cooking Essentials,24 Mantra Organic Urad White Whole,14500,15,4,12200,500,False,500,24400.0,48800,2300
Cooking Essentials,Popular Essentials Guntur Chilli Stemless,4000,2,2,3900,100,False,100,39000.0,7800,100
Cooking Essentials,Popular Essentials Moth Whole,9000,10,6,8100,500,False,500,16200.0,48600,900
Cooking Essentials,Keya Pizza Seasoning,10900,17,6,9000,45,False,45,200000.0,54000,1900
Cooking Essentials,Keya Piri Piri | Exotic Spices Mix,10900,20,6,8700,80,False,80,108750.0,52200,2200
Cooking Essentials,24 Mantra Organic Moong Dal,13500,7,6,12500,500,False,500,25000.0,75000,1000
Cooking Essentials,Betty Crocker French Vanilla Cake Mix,31000,10,6,27600,520,False,520,53076.92307692308,165600,3400
Cooking Essentials,Delight Nuts Dried Cranberries ,34000,20,6,27200,200,False,200,136000.0,163200,6800
Cooking Essentials,Everest Kesari Milk Masala,20500,0,2,20500,50,False,50,410000.0,41000,0
Cooking Essentials,Tong Garden Salted Cocktail Nuts,29500,9,5,26600,160,False,160,166250.0,133000,2900
Cooking Essentials,MTR Uttapam Mix,16500,5,6,15600,500,False,500,31200.0,93600,900
Cooking Essentials,Gits Khaman Dhokla Instant Snack Mix,6500,6,6,6100,180,False,180,33888.88888888888,36600,400
Cooking Essentials,Happilo Premium 100% Natural Whole Cashews,33500,29,6,23500,200,False,200,117500.0,141000,10000
Cooking Essentials,Everest Dry Mango Powder,8000,0,5,8000,100,False,100,80000.0,40000,0
Cooking Essentials,Dabur Hommade - Ginger Garlic Past Tub,11000,5,6,10400,400,False,400,26000.0,62400,600
Cooking Essentials,Everest Chicken Masala,14700,10,6,13200,200,False,200,66000.0,79200,1500
Cooking Essentials,Gits Medu Vada Instant Snack Mix,9000,4,6,8600,200,False,200,43000.0,51600,400
Cooking Essentials,Weikfield Drinking Chocolate Powder,6500,10,6,5800,100,False,100,58000.0,34800,700
Cooking Essentials,Popular Essentials Regular White Lobia,7000,10,6,6300,500,False,500,12600.0,37800,700
Cooking Essentials,Puro Healthy Salt Crystal,13500,7,6,12500,1000,False,1,12500.0,75000,1000
Cooking Essentials,Popular Essentials Premium Jeera Rice,14000,0,5,14000,1000,False,1,14000.0,70000,0
Cooking Essentials,Smith & Jones Shahi Paneer Masala Mix,4400,0,6,4400,60,False,60,73333.33333333333,26400,0
Cooking Essentials,Betty Crocker Mug Treats - Chocolate Mix - Pack of 4,20000,11,6,17800,264,False,264,67424.24242424242,106800,2200
Cooking Essentials,Smith & Jones Pasta Masala,6000,10,5,5400,108,False,108,50000.0,27000,600
Cooking Essentials,Catch Black Pepper Sprinkler,10000,0,1,10000,50,False,50,200000.0,10000,0
Cooking Essentials,Weikfield Cooker Cake Mix - Chocolate,9500,6,6,8900,150,False,150,59333.333333333336,53400,600
Cooking Essentials,ITC Master Chef Butter Chicken,7500,30,6,5200,80,False,80,65000.0,31200,2300
Cooking Essentials,Masala Oats Masala & Coriander ,19500,9,5,17600,500,False,500,35200.0,88000,1900
Cooking Essentials,Smith & Jones Mutter Paneer Masala,4200,0,6,4200,60,False,60,70000.0,25200,0
Cooking Essentials,Kitchens of India Dal Bukhara Gravy Mix,11000,30,6,7700,285,False,285,27017.543859649122,46200,3300
Cooking Essentials,Popular Essentials Fried Gram (Bengal Gram),7000,10,6,6300,500,False,500,12600.0,37800,700
Cooking Essentials,Gits Jalebi with Maker Dessert Mix,7500,16,6,6300,100,False,100,63000.0,37800,1200
Cooking Essentials,Popular Essentials Soya Beans ,8000,6,6,7500,500,False,500,15000.0,45000,500
Cooking Essentials,24 Mantra Organic Roasted Bengal Gram Dal,10500,7,6,9700,500,False,500,19400.0,58200,800
Cooking Essentials,Keya Italian Seasoning,10900,10,6,9800,35,False,35,280000.0,58800,1100
Cooking Essentials,MTR Idli/Dosa/Chilly Chutney Powder,11500,0,3,11500,200,False,200,57500.0,34500,0
Cooking Essentials,Delight Nuts Trail Mix ,39900,25,6,29900,200,False,200,149500.0,179400,10000
